ITEM_SEQ,ITEM_NAME,PRINT,DRUG_SHAPE,COLOR,TYPE,LINE,TOKENIZED
200704611,게리드정4밀리그램,CV,기타,파랑,정제,-,ㄱㅔ*ㄹㅣ*ㄷㅡ*ㅈㅓㅇ4ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704587,쿠티아핀정100밀리그램,QTPN100,원형,노랑,정제,없음,ㅋㅜ*ㅌㅣ*ㅇㅏ*ㅍㅣㄴㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704636,조인탑200연질캡슐,조인탑200,타원형,갈색,연질캡슐,없음,ㅈㅗ*ㅇㅣㄴㅌㅏㅂ200ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200704736,조인트플러스300연질캡슐,YM-J300,장방형,갈색,연질캡슐,없음,ㅈㅗ*ㅇㅣㄴㅌㅡ*ㅍㅡㄹㄹㅓ*ㅅㅡ*300ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200704671,써클그린연질캡슐,YHCG,타원형,초록,연질캡슐,없음,ㅆㅓ*ㅋㅡㄹㄱㅡ*ㄹㅣㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200704762,하이다릴정5밀리그램,5,원형,하양,정제,없음,ㅎㅏ*ㅇㅣ*ㄷㅏ*ㄹㅣㄹㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704769,국제피오글리타존정,KJ P,원형,하양,정제,없음,ㄱㅜㄱㅈㅔ*ㅍㅣ*ㅇㅗ*ㄱㅡㄹㄹㅣ*ㅌㅏ*ㅈㅗㄴㅈㅓㅇ
200704765,코비스크정,AJU BA5,팔각형,하양,정제,-,ㅋㅗ*ㅂㅣ*ㅅㅡ*ㅋㅡ*ㅈㅓㅇ
200704766,티디에스베실산암로디핀정,A5 TD,팔각형,하양,정제,없음,ㅌㅣ*ㄷㅣ*ㅇㅔ*ㅅㅡ*ㅂㅔ*ㅅㅣㄹㅅㅏㄴㅇㅏㅁㄹㅗ*ㄷㅣ*ㅍㅣㄴㅈㅓㅇ
200704805,라니빅정75밀리그램,HM 75,오각형,분홍,정제,없음,ㄹㅏ*ㄴㅣ*ㅂㅣㄱㅈㅓㅇ75ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704764,비씨로우정,BC BA5,팔각형,하양,정제,-,ㅂㅣ*ㅆㅣ*ㄹㅗ*ㅇㅜ*ㅈㅓㅇ
200704770,액스틴정15mg,15,원형,하양,정제,없음,ㅇㅐㄱㅅㅡ*ㅌㅣㄴㅈㅓㅇ15mg
200704767,동화암로디핀베실산염정5밀리그램,D-W BA5,팔각형,하양,정제,-,ㄷㅗㅇㅎㅘ*ㅇㅏㅁㄹㅗ*ㄷㅣ*ㅍㅣㄴㅂㅔ*ㅅㅣㄹㅅㅏㄴㅇㅕㅁㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704779,노바킹씨캡슐,DPCNVC,장방형,노랑 주황,정제,없음,ㄴㅗ*ㅂㅏ*ㅋㅣㅇㅆㅣ*ㅋㅐㅂㅅㅠㄹ
200704814,노바코에스정,D.K S,원형,하양,정제,없음,ㄴㅗ*ㅂㅏ*ㅋㅗ*ㅇㅔ*ㅅㅡ*ㅈㅓㅇ
200704813,헤모큐플러스캡슐,D.WHMQ,장방형,갈색,경질캡슐,없음,ㅎㅔ*ㅁㅗ*ㅋㅠ*ㅍㅡㄹㄹㅓ*ㅅㅡ*ㅋㅐㅂㅅㅠㄹ
200704858,토라민정,T5,원형,노랑,정제,- +,ㅌㅗ*ㄹㅏ*ㅁㅣㄴㅈㅓㅇ
200704910,아나시정200mg,RY,원형,파랑,정제,없음,ㅇㅏ*ㄴㅏ*ㅅㅣ*ㅈㅓㅇ200mg
200704918,콜콜코정,CACO,원형,하양,정제,-,ㅋㅗㄹㅋㅗㄹㅋㅗ*ㅈㅓㅇ
200704944,예향정,7,장방형,하양,정제,없음,ㅇㅖ*ㅎㅑㅇㅈㅓㅇ
200704966,한림도네페질정10밀리그램,DZ10 HL,원형,노랑,정제,없음,ㅎㅏㄴㄹㅣㅁㄷㅗ*ㄴㅔ*ㅍㅔ*ㅈㅣㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704951,글루래피드정,SI N,원형,하양,정제,없음,ㄱㅡㄹㄹㅜ*ㄹㅐ*ㅍㅣ*ㄷㅡ*ㅈㅓㅇ
200704954,글라틱정90밀리그램,N DWP,원형,하양,정제,없음,ㄱㅡㄹㄹㅏ*ㅌㅣㄱㅈㅓㅇ90ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704960,글리액트정,MMPG,원형,하양,정제,없음,ㄱㅡㄹㄹㅣ*ㅇㅐㄱㅌㅡ*ㅈㅓㅇ
200704994,토프라졸정40밀리그램,TF,타원형,노랑,정제,없음,ㅌㅗ*ㅍㅡ*ㄹㅏ*ㅈㅗㄹㅈㅓㅇ40ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704968,토핀정25밀리그램,N 25,원형,하양,정제,-,ㅌㅗ*ㅍㅣㄴㅈㅓㅇ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705001,에르나핀정,YK,원형,하양,정제,-,ㅇㅔ*ㄹㅡ*ㄴㅏ*ㅍㅣㄴㅈㅓㅇ
200705002,이미트릴정10밀리그램,TGI,원형,하양,정제,-,ㅇㅣ*ㅁㅣ*ㅌㅡ*ㄹㅣㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704967,애드릴정10밀리그램,1,원형,하양,정제,-,ㅇㅐ*ㄷㅡ*ㄹㅣㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704989,도네페트정5밀리그램,ry 5,원형,하양,정제,없음,ㄷㅗ*ㄴㅔ*ㅍㅔ*ㅌㅡ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704942,비씨아테놀올정50mg,BC ATN50,원형,하양,정제,없음,ㅂㅣ*ㅆㅣ*ㅇㅏ*ㅌㅔ*ㄴㅗㄹㅇㅗㄹㅈㅓㅇ50mg
200704961,리피논정20밀리그램,LPT 20,타원형,하양,정제,없음,ㄹㅣ*ㅍㅣ*ㄴㅗㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704947,아리페질정5밀리그램,YH 5,원형,하양,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅔ*ㅈㅣㄹㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704943,삼아시메티딘정,C,원형,연두,정제,없음,ㅅㅏㅁㅇㅏ*ㅅㅣ*ㅁㅔ*ㅌㅣ*ㄷㅣㄴㅈㅓㅇ
200704969,유니콕스캡슐7.5밀리그램,UNICOX7.5mg,장방형,연두,정제,없음,ㅇㅠ*ㄴㅣ*ㅋㅗㄱㅅㅡ*ㅋㅐㅂㅅㅠㄹ7.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200704940,메가실린연질캡슐,Megasilyn,장방형,갈색 투명,연질캡슐,없음,ㅁㅔ*ㄱㅏ*ㅅㅣㄹㄹㅣㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200705049,글루토스정15밀리그램,15,원형,하양,정제,없음,ㄱㅡㄹㄹㅜ*ㅌㅗ*ㅅㅡ*ㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705101,개비스콘츄어블정,G250,원형,하양,정제,없음,ㄱㅐ*ㅂㅣ*ㅅㅡ*ㅋㅗㄴㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
200705098,라비시틴정50밀리그램,LBST 50,사각형,노랑,정제,없음,ㄹㅏ*ㅂㅣ*ㅅㅣ*ㅌㅣㄴㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705099,알로펙정,DC,팔각형,분홍,정제,없음,ㅇㅏㄹㄹㅗ*ㅍㅔㄱㅈㅓㅇ
200705095,카터정12.5밀리그램,K1,원형,주황,정제,-,ㅋㅏ*ㅌㅓ*ㅈㅓㅇ12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705133,세클캡슐,MPSSCC,장방형,하양 주황,경질캡슐,없음,ㅅㅔ*ㅋㅡㄹㅋㅐㅂㅅㅠㄹ
200705107,베아릴정2밀리그램,GL2,기타,청록,정제,-,ㅂㅔ*ㅇㅏ*ㄹㅣㄹㅈㅓㅇ2ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705176,토프라졸정20밀리그램,TT,타원형,노랑,정제,없음,ㅌㅗ*ㅍㅡ*ㄹㅏ*ㅈㅗㄹㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705173,폴린연질캡슐1밀리그램,FL,타원형,노랑,연질캡슐,없음,ㅍㅗㄹㄹㅣㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ1ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705219,이베프정150/12.5밀리그램,SCD,타원형,분홍,정제,없음,ㅇㅣ*ㅂㅔ*ㅍㅡ*ㅈㅓㅇ150/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705215,판토시드정20밀리그램,PTO,타원형,노랑,정제,없음,ㅍㅏㄴㅌㅗ*ㅅㅣ*ㄷㅡ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705225,노스콜캡슐,BTONOS,장방형,분홍 회색,정제,없음,ㄴㅗ*ㅅㅡ*ㅋㅗㄹㅋㅐㅂㅅㅠㄹ
200705226,레보엠정,LH 25,원형,하양,정제,없음,ㄹㅔ*ㅂㅗ*ㅇㅔㅁㅈㅓㅇ
200705240,젠스큐정,,타원형,갈색,정제,없음,ㅈㅔㄴㅅㅡ*ㅋㅠ*ㅈㅓㅇ
200705313,알로스칸정,ALOSCAN KD,팔각형,분홍,정제,없음,ㅇㅏㄹㄹㅗ*ㅅㅡ*ㅋㅏㄴㅈㅓㅇ
200705320,프란카캡슐,KPPPLK,장방형,노랑,경질캡슐,없음,ㅍㅡ*ㄹㅏㄴㅋㅏ*ㅋㅐㅂㅅㅠㄹ
200705325,잘로펜정,WJZ,원형,하양,정제,없음,ㅈㅏㄹㄹㅗ*ㅍㅔㄴㅈㅓㅇ
200705351,페로스핀정10밀리그램,PO,원형,하양,정제,-,ㅍㅔ*ㄹㅗ*ㅅㅡ*ㅍㅣㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705321,오노딘캡슐,WalC39,장방형,노랑,경질캡슐,없음,ㅇㅗ*ㄴㅗ*ㄷㅣㄴㅋㅐㅂㅅㅠㄹ
200705314,리포액틴정10밀리그램,AG AV,원형,하양,정제,없음,ㄹㅣ*ㅍㅗ*ㅇㅐㄱㅌㅣㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705324,프란캡슐,KSPNC,장방형,노랑,경질캡슐,없음,ㅍㅡ*ㄹㅏㄴㅋㅐㅂㅅㅠㄹ
200701028,데파킨크로노정300밀리그램,DK300,장방형,하양,정제,- -,ㄷㅔ*ㅍㅏ*ㅋㅣㄴㅋㅡ*ㄹㅗ*ㄴㅗ*ㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705322,오프란캡슐,SWOF,장방형,노랑,경질캡슐,없음,ㅇㅗ*ㅍㅡ*ㄹㅏㄴㅋㅐㅂㅅㅠㄹ
200705452,아이탑연질캡슐,YMT,타원형,갈색,연질캡슐,없음,ㅇㅏ*ㅇㅣ*ㅌㅏㅂㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200705456,셀티베타연질캡슐,셀티베타,장방형,연두,연질캡슐,없음,ㅅㅔㄹㅌㅣ*ㅂㅔ*ㅌㅏ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200705433,다나프록센정,HKDN,타원형,파랑,정제,없음,ㄷㅏ*ㄴㅏ*ㅍㅡ*ㄹㅗㄱㅅㅔㄴㅈㅓㅇ
200705398,헤파킨캡슐,BCHPK,장방형,노랑 주황,경질캡슐,없음,ㅎㅔ*ㅍㅏ*ㅋㅣㄴㅋㅐㅂㅅㅠㄹ
200705392,모사잘정,HM,장방형,하양,정제,-,ㅁㅗ*ㅅㅏ*ㅈㅏㄹㅈㅓㅇ
200705402,마이페시아정,MFS KKM,팔각형,분홍,정제,없음,ㅁㅏ*ㅇㅣ*ㅍㅔ*ㅅㅣ*ㅇㅏ*ㅈㅓㅇ
200705399,보령파록세틴서방정12.5mg,PT,원형,노랑,정제,없음,ㅂㅗ*ㄹㅕㅇㅍㅏ*ㄹㅗㄱㅅㅔ*ㅌㅣㄴㅅㅓ*ㅂㅏㅇㅈㅓㅇ12.5mg
200705423,청명에프연질캡슐,PK,타원형,갈색,연질캡슐,없음,ㅊㅓㅇㅁㅕㅇㅇㅔ*ㅍㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200705479,엑토린정15밀리그램,NKA,원형,하양,정제,없음,ㅇㅔㄱㅌㅗ*ㄹㅣㄴㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705500,영풍클래리트로마이신정500밀리그램,YP CL,타원형,연두,정제,없음,ㅇㅕㅇㅍㅜㅇㅋㅡㄹㄹㅐ*ㄹㅣ*ㅌㅡ*ㄹㅗ*ㅁㅏ*ㅇㅣ*ㅅㅣㄴㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705480,슈그란정50mg,RY SMT50,장방형,분홍,정제,없음,ㅅㅠ*ㄱㅡ*ㄹㅏㄴㅈㅓㅇ50mg
200705484,토파드정25밀리그램,25,원형,하양,정제,없음,ㅌㅗ*ㅍㅏ*ㄷㅡ*ㅈㅓㅇ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705519,크램페롤연질캡슐,크램페롤,타원형,갈색,연질캡슐,없음,ㅋㅡ*ㄹㅐㅁㅍㅔ*ㄹㅗㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200705589,코스세트세미정,TSII KW,장방형,노랑,정제,없음,ㅋㅗ*ㅅㅡ*ㅅㅔ*ㅌㅡ*ㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705588,트리마셋정,TMS,장방형,노랑,정제,없음,ㅌㅡ*ㄹㅣ*ㅁㅏ*ㅅㅔㅅㅈㅓㅇ
200705613,로라진정,hw70,타원형,하양,정제,-,ㄹㅗ*ㄹㅏ*ㅈㅣㄴㅈㅓㅇ
200705596,아트정,H/A,장방형,노랑,정제,없음,ㅇㅏ*ㅌㅡ*ㅈㅓㅇ
200705598,아세트라셋정,PL T/A,장방형,노랑,정제,없음,ㅇㅏ*ㅅㅔ*ㅌㅡ*ㄹㅏ*ㅅㅔㅅㅈㅓㅇ
200705592,울트라메트정,KDC R,장방형,노랑,정제,없음,ㅇㅜㄹㅌㅡ*ㄹㅏ*ㅁㅔ*ㅌㅡ*ㅈㅓㅇ
200705591,울트라메트세미정,KDC S,장방형,노랑,정제,없음,ㅇㅜㄹㅌㅡ*ㄹㅏ*ㅁㅔ*ㅌㅡ*ㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705590,아미트람정,TSI KW,장방형,노랑,정제,없음,ㅇㅏ*ㅁㅣ*ㅌㅡ*ㄹㅏㅁㅈㅓㅇ
200705595,아트세미정,H/S,장방형,노랑,정제,없음,ㅇㅏ*ㅌㅡ*ㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705597,아세트라셋세미정,PL S/M,장방형,노랑,정제,없음,ㅇㅏ*ㅅㅔ*ㅌㅡ*ㄹㅏ*ㅅㅔㅅㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705593,트라노펜세미정,T/S,장방형,노랑,정제,없음,ㅌㅡ*ㄹㅏ*ㄴㅗ*ㅍㅔㄴㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705594,트라노펜정,T/N,장방형,노랑,정제,없음,ㅌㅡ*ㄹㅏ*ㄴㅗ*ㅍㅔㄴㅈㅓㅇ
200705587,트리마셋세미정,TSS,장방형,노랑,정제,없음,ㅌㅡ*ㄹㅣ*ㅁㅏ*ㅅㅔㅅㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705725,자이덴캡슐,NKZDC,장방형,파랑,경질캡슐,없음,ㅈㅏ*ㅇㅣ*ㄷㅔㄴㅋㅐㅂㅅㅠㄹ
200705724,아이덴캡슐,NKIDC,장방형,노랑,경질캡슐,없음,ㅇㅏ*ㅇㅣ*ㄷㅔㄴㅋㅐㅂㅅㅠㄹ
200705782,오구목스정500mg,SWG,타원형,하양,정제,없음,ㅇㅗ*ㄱㅜ*ㅁㅗㄱㅅㅡ*ㅈㅓㅇ500mg
200705818,휴텍스아토르바스타틴정,HTA 10,타원형,하양,정제,없음,ㅎㅠ*ㅌㅔㄱㅅㅡ*ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅈㅓㅇ
200705825,아토스타정10밀리그램,D-W AT1,타원형,하양,정제,없음,ㅇㅏ*ㅌㅗ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705827,로우에프캡슐,SUHLOSSF,장방형,노랑 초록,경질캡슐,없음,ㄹㅗ*ㅇㅜ*ㅇㅔ*ㅍㅡ*ㅋㅐㅂㅅㅠㄹ
200705817,아토산정,ATS,타원형,하양,정제,없음,ㅇㅏ*ㅌㅗ*ㅅㅏㄴㅈㅓㅇ
200705819,비씨아토르바스타틴정,A1 10,원형,하양,정제,없음,ㅂㅣ*ㅆㅣ*ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅅㅡ*ㅌㅏ*ㅌㅣㄴㅈㅓㅇ
200705835,라스콜노즈캡슐,라스콜노즈,장방형,옅은 파랑,경질캡슐,없음,ㄹㅏ*ㅅㅡ*ㅋㅗㄹㄴㅗ*ㅈㅡ*ㅋㅐㅂㅅㅠㄹ
200705836,에카미펜정,,원형,연두,정제,없음,ㅇㅔ*ㅋㅏ*ㅁㅣ*ㅍㅔㄴㅈㅓㅇ
200706006,썬리듬캡슐50밀리그램,SR5050,장방형,하양 파랑,경질캡슐,없음,ㅆㅓㄴㄹㅣ*ㄷㅡㅁㅋㅐㅂㅅㅠㄹ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705941,썬리듬캡슐25밀리그램,SR2525,장방형,하양 파랑,경질캡슐,없음,ㅆㅓㄴㄹㅣ*ㄷㅡㅁㅋㅐㅂㅅㅠㄹ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705974,코에굿정,KGP T68,장방형,주황,정제,없음,ㅋㅗ*ㅇㅔ*ㄱㅜㅅㅈㅓㅇ
200705992,아토르바정10밀리그램,YH 10,타원형,하양,정제,없음,ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705991,아토르바정20밀리그램,YH 20,타원형,하양,정제,-,ㅇㅏ*ㅌㅗ*ㄹㅡ*ㅂㅏ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200705993,하이셋세미정,KJ Hi-s,장방형,노랑,정제,없음,ㅎㅏ*ㅇㅣ*ㅅㅔㅅㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200705994,하이셋정,KJ Hi,장방형,노랑,정제,없음,ㅎㅏ*ㅇㅣ*ㅅㅔㅅㅈㅓㅇ
200706000,라스콜코프캡슐,라스콜코프,장방형,노랑 주황,경질캡슐,없음,ㄹㅏ*ㅅㅡ*ㅋㅗㄹㅋㅗ*ㅍㅡ*ㅋㅐㅂㅅㅠㄹ
200706007,아마돌세미정,ΛJU ΛET,장방형,노랑,정제,없음,ㅇㅏ*ㅁㅏ*ㄷㅗㄹㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200706030,살로탄플러스프로정,CLP2,타원형,하양,정제,없음,ㅅㅏㄹㄹㅗ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅍㅡ*ㄹㅗ*ㅈㅓㅇ
200706059,살로탄플러스에프정,CLF,타원형,노랑,정제,없음,ㅅㅏㄹㄹㅗ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅇㅔ*ㅍㅡ*ㅈㅓㅇ
200706008,아마돌정,AJU AOT,장방형,노랑,정제,없음,ㅇㅏ*ㅁㅏ*ㄷㅗㄹㅈㅓㅇ
200706029,살로탄플러스정,CLP,타원형,노랑,정제,없음,ㅅㅏㄹㄹㅗ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
200706123,클락신정500밀리그램,UT C500,타원형,노랑,정제,없음,ㅋㅡㄹㄹㅏㄱㅅㅣㄴㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706110,엑스페인정,HD T/A,장방형,노랑,정제,없음,ㅇㅔㄱㅅㅡ*ㅍㅔ*ㅇㅣㄴㅈㅓㅇ
200706103,토피론정50밀리그램,HL 50,원형,노랑,정제,없음,ㅌㅗ*ㅍㅣ*ㄹㅗㄴㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706109,엑스페인세미정,HD W/S,장방형,노랑,정제,없음,ㅇㅔㄱㅅㅡ*ㅍㅔ*ㅇㅣㄴㅅㅔ*ㅁㅣ*ㅈㅓㅇ
200706087,유로비트에스알캡슐4밀리그람,SI4,장방형,파랑,정제,없음,ㅇㅠ*ㄹㅗ*ㅂㅣ*ㅌㅡ*ㅇㅔ*ㅅㅡ*ㅇㅏㄹㅋㅐㅂㅅㅠㄹ4ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
200706185,콜리날연질캡슐,콜리날,타원형,갈색,연질캡슐,없음,ㅋㅗㄹㄹㅣ*ㄴㅏㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200706280,티라노골드츄어블정,,원형,주황,정제,없음,ㅌㅣ*ㄹㅏ*ㄴㅗ*ㄱㅗㄹㄷㅡ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
200706280,티라노골드츄어블정,,원형,분홍,정제,없음,ㅌㅣ*ㄹㅏ*ㄴㅗ*ㄱㅗㄹㄷㅡ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
200706280,티라노골드츄어블정,,원형,연두,정제,없음,ㅌㅣ*ㄹㅏ*ㄴㅗ*ㄱㅗㄹㄷㅡ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
200706244,안프란정100밀리그램,S100 JI,원형,하양,정제,-,ㅇㅏㄴㅍㅡ*ㄹㅏㄴㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706270,마이프릴정,M5,원형,하양,정제,-,ㅁㅏ*ㅇㅣ*ㅍㅡ*ㄹㅣㄹㅈㅓㅇ
200706272,이다프릴정,SDP IP5,원형,하양,정제,-,ㅇㅣ*ㄷㅏ*ㅍㅡ*ㄹㅣㄹㅈㅓㅇ
200706269,타프릴정,TP5,원형,하양,정제,-,ㅌㅏ*ㅍㅡ*ㄹㅣㄹㅈㅓㅇ
200706243,아제타정,XT,원형,노랑,정제,없음,ㅇㅏ*ㅈㅔ*ㅌㅏ*ㅈㅓㅇ
200706330,알셉트정5mg,AL,원형,노랑,정제,없음,ㅇㅏㄹㅅㅔㅂㅌㅡ*ㅈㅓㅇ5mg
200706341,산크만정,BTO1,장방형,주황,정제,없음,ㅅㅏㄴㅋㅡ*ㅁㅏㄴㅈㅓㅇ
200706320,디아릴정4mg,4,장방형,파랑,정제,-,ㄷㅣ*ㅇㅏ*ㄹㅣㄹㅈㅓㅇ4mg
200706331,라미아트정100밀리그램,D.W 100,사각형,노랑,정제,없음,ㄹㅏ*ㅁㅣ*ㅇㅏ*ㅌㅡ*ㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706332,라미아트정25밀리그램,D.W 25,사각형,노랑,정제,없음,ㄹㅏ*ㅁㅣ*ㅇㅏ*ㅌㅡ*ㅈㅓㅇ25ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706335,싸이톤연질캡슐,HS,타원형,초록,연질캡슐,없음,ㅆㅏ*ㅇㅣ*ㅌㅗㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200706333,라미아트정50밀리그램,D.W 50,사각형,노랑,정제,없음,ㄹㅏ*ㅁㅣ*ㅇㅏ*ㅌㅡ*ㅈㅓㅇ50ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706313,액피오정15밀리그램,YH 15,원형,하양,정제,없음,ㅇㅐㄱㅍㅣ*ㅇㅗ*ㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706367,글로슨정0.3mg,0.3 DWP,원형,하양,정제,없음,ㄱㅡㄹㄹㅗ*ㅅㅡㄴㅈㅓㅇ0.3mg
200706400,엔티스캡슐,JYETS,장방형,갈색,경질캡슐,없음,ㅇㅔㄴㅌㅣ*ㅅㅡ*ㅋㅐㅂㅅㅠㄹ
200706386,영진글리트존정,GTZ YJP,원형,하양,정제,없음,ㅇㅕㅇㅈㅣㄴㄱㅡㄹㄹㅣ*ㅌㅡ*ㅈㅗㄴㅈㅓㅇ
200706385,토바스트정20밀리그램,HM 20,타원형,노랑,정제,-,ㅌㅗ*ㅂㅏ*ㅅㅡ*ㅌㅡ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706473,아목사정500밀리그램,YI 500,장방형,하양,정제,없음,ㅇㅏ*ㅁㅗㄱㅅㅏ*ㅈㅓㅇ500ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
200706471,바소클연질캡슐,VSC,타원형,초록,연질캡슐,없음,ㅂㅏ*ㅅㅗ*ㅋㅡㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
200706467,사렌슨정,AG S,원형,연두,정제,없음,ㅅㅏ*ㄹㅔㄴㅅㅡㄴㅈㅓㅇ
200706537,토바스틴정,CLP A10,타원형,하양,정제,없음,ㅌㅗ*ㅂㅏ*ㅅㅡ*ㅌㅣㄴㅈㅓㅇ
200706526,디메틴정,DMG,원형,하양,정제,없음,ㄷㅣ*ㅁㅔ*ㅌㅣㄴㅈㅓㅇ
200706538,리피테롤정,LR 10,원형,하양,정제,없음,ㄹㅣ*ㅍㅣ*ㅌㅔ*ㄹㅗㄹㅈㅓㅇ
